Team 1 Rank,Team 1 Tournament Rank,Team 1 Team Name,Team 1 Conference,Team 1 Wins,Team 1 Losses,Team 1 AdjEM,Team 1 AdjO,Team 1 AdjO Rank,Team 1 AdjD,Team 1 AdjD Rank,Team 1 AdjT,Team 1 AdjT Rank,Team 1 Luck,Team 1 Luck Rank,Team 1 SS AdjEM,Team 1 SS AdjEM Rank,Team 1 SS OppO,Team 1 SS OppO Rank,Team 1 SS OppD,Team 1 SS OppD Rank,Team 1 NCSOS AdjEM,Team 1 NCSOS AdjEM Rank,Team 1 Year,Team 1 ID,Team 1 Score,Team 2 Rank,Team 2 Tournament Rank,Team 2 Team Name,Team 2 Conference,Team 2 Wins,Team 2 Losses,Team 2 AdjEM,Team 2 AdjO,Team 2 AdjO Rank,Team 2 AdjD,Team 2 AdjD Rank,Team 2 AdjT,Team 2 AdjT Rank,Team 2 Luck,Team 2 Luck Rank,Team 2 SS AdjEM,Team 2 SS AdjEM Rank,Team 2 SS OppO,Team 2 SS OppO Rank,Team 2 SS OppD,Team 2 SS OppD Rank,Team 2 NCSOS AdjEM,Team 2 NCSOS AdjEM Rank,Team 2 Year,Team 2 ID,Team 2 Score
157,16,Morehead St.,OVC,20,16,0.76,102,189,101.3,137,65.3,169,0.015,128,-1.9,200,103.6,138,105.5,268,3.49,76,2009,1287,58,200,16,Alabama St.,SWAC,22,10,-2.97,100.7,214,103.6,184,63.6,249,0.025,104,-11.71,340,95.4,339,107.2,333,9.21,20,2009,1106,43
2,1,Connecticut,BE,31,5,29.25,116,17,86.8,3,67.1,96,0.024,107,10.37,13,109,11,98.6,24,-1.68,200,2009,1163,103,213,16,Chattanooga,SC,18,17,-4.04,104.3,142,108.4,283,69.5,33,0.041,69,-3.37,235,102.1,200,105.5,270,12.4,7,2009,1151,47
10,2,Duke,ACC,30,7,24.31,117.5,7,93.2,28,66.3,127,0.053,47,10.23,15,108.5,19,98.3,17,3.18,84,2009,1181,86,177,15,Binghamton,AE,23,9,-0.98,102.3,181,103.3,178,67.2,91,0.13,3,-5.64,282,99.6,281,105.3,259,-4.08,253,2009,1127,62
8,4,Gonzaga,WCC,28,6,24.51,117.5,8,93,24,67.1,97,0.003,156,4.63,78,105.1,89,100.5,74,10.61,13,2009,1211,77,95,13,Akron,MAC,23,13,6.9,102.9,163,96,51,64.8,190,-0.014,204,-1.6,192,100.9,246,102.5,147,-1.83,205,2009,1103,64
46,8,LSU,SEC,27,8,14.86,111.5,47,96.6,60,66.1,136,0.075,22,3.5,92,104.6,101,101.1,86,-8.66,327,2009,1261,75,38,9,Butler,Horz,26,6,15.78,110.3,62,94.5,38,62.8,274,-0.014,206,2.51,105,103,159,100.5,73,6.15,39,2009,1139,71
55,10,Maryland,ACC,21,14,13.55,110,67,96.4,56,66.3,126,0.039,72,9.61,26,108.3,24,98.7,28,-3.29,238,2009,1268,84,30,7,California,P10,22,11,17.37,116.8,11,99.4,96,66,140,0.001,162,9.17,33,108,30,98.8,30,-3.54,246,2009,1143,71
4,2,Memphis,CUSA,33,4,28.67,112.8,37,84.2,1,65.9,145,-0.009,190,4.73,77,105.5,73,100.8,78,4.19,67,2009,1272,81,108,15,Cal St. Northridge,BW,17,14,5.18,102.2,182,97,64,71.8,12,-0.045,283,0.26,154,104,123,103.7,194,5.14,50,2009,1169,70
47,10,Michigan,B10,21,14,14.75,112.2,40,97.5,67,62.5,285,0.014,132,11.39,5,108.5,20,97.1,3,0.63,139,2009,1276,62,23,7,Clemson,ACC,23,9,19.62,116.4,16,96.7,61,67.9,67,-0.024,236,6.19,60,105.4,77,99.2,43,-4.45,266,2009,1155,59
1,1,North Carolina,ACC,34,4,31.14,123.2,1,92.1,18,72.9,6,-0.011,195,9.91,24,108.2,27,98.3,15,1.06,126,2009,1314,101,176,16,Radford,BSth,21,12,-0.86,101.2,208,102.1,153,69.2,37,0.076,21,-4.54,260,101,243,105.5,271,8.71,22,2009,1347,58
7,2,Oklahoma,B12,30,6,24.59,118.3,4,93.7,33,66.6,109,0.018,120,9.49,29,108.3,25,98.9,31,0.46,143,2009,1328,82,150,15,Morgan St.,MEAC,23,12,0.99,100.1,222,99.1,91,65.5,159,0.031,88,-7.43,311,98.2,309,105.7,286,4.82,55,2009,1288,54
18,5,Purdue,B10,27,10,21.84,110.5,60,88.7,5,65.9,144,-0.012,199,8.94,36,107.2,46,98.3,16,-5.45,289,2009,1345,61,83,12,Northern Iowa,MVC,23,11,9.7,110.6,59,100.9,131,60.8,318,0.051,50,3.1,98,104.7,97,101.6,114,1.88,110,2009,1320,56
22,7,Texas,B12,23,12,19.65,112.2,42,92.5,20,65.4,160,-0.048,288,10.16,17,109.2,8,99,36,2.01,108,2009,1400,76,40,10,Minnesota,B10,22,11,15.43,108.1,90,92.6,21,64.5,211,0.031,89,8.44,38,107.4,43,98.9,33,-4.18,257,2009,1278,62
45,9,Texas A&M,B12,24,10,15.01,113.1,35,98.1,74,63.9,235,0.053,48,7.85,48,107.1,48,99.3,45,-4.3,261,2009,1401,79,21,8,BYU,MWC,25,8,20.1,114,28,93.9,35,69,41,-0.046,285,4.57,79,105.4,76,100.9,82,0.39,145,2009,1140,66
12,6,UCLA,P10,26,9,23.93,119.5,3,95.6,44,65.3,171,-0.03,251,8.42,39,107.6,39,99.1,40,-3.43,243,2009,1417,65,54,11,VCU,CAA,24,10,13.62,110.1,64,96.4,57,65.8,150,-0.073,320,0.23,156,102.9,166,102.7,157,3.46,78,2009,1433,64
13,3,Villanova,BE,30,8,23.89,114.4,24,90.5,10,68.3,62,0.021,116,9.99,22,108.9,14,98.9,32,-5.37,286,2009,1437,80,112,14,American,Pat,24,8,4.7,105.3,123,100.6,125,60.7,319,0.093,8,-6.34,295,97.6,317,104,204,0.55,141,2009,1110,67
88,12,Western Kentucky,SB,25,9,8.1,111.1,52,103,173,65.6,155,0.092,10,-0.6,173,102.2,197,102.8,162,6.63,36,2009,1443,76,25,5,Illinois,B10,24,10,18.72,106.8,104,88.1,4,62.8,271,0.001,164,7.96,45,106.5,55,98.6,23,-3.36,239,2009,1228,72
17,4,Washington,P10,26,9,22.09,113.1,34,91,14,72.2,10,-0.005,180,10.18,16,109.4,4,99.2,44,0.09,151,2009,1449,71,69,13,Mississippi St.,SEC,23,13,11.55,107.8,92,96.2,54,67.2,95,-0.004,170,4.96,72,105.3,82,100.3,70,-3.07,234,2009,1280,58
37,12,Arizona,P10,21,14,15.96,117.7,6,101.8,147,64.9,187,0.018,119,11.33,6,109,10,97.7,8,2.34,100,2009,1112,84,28,5,Utah,MWC,24,10,17.8,110.8,56,92.9,23,65,184,0.013,136,7.29,53,107.9,33,100.6,75,6.96,34,2009,1428,71
15,6,Arizona St.,P10,25,10,23.03,118.2,5,95.2,42,59.1,334,-0.018,223,10.14,18,108.9,13,98.8,29,-2.04,207,2009,1113,66,50,11,Temple,A10,22,12,14.38,109.9,68,95.5,43,63.5,255,-0.005,173,6.68,54,106.9,49,100.3,68,7.22,32,2009,1396,57
66,13,Cleveland St.,Horz,26,11,11.96,105.3,124,93.3,29,63.7,243,0.009,145,3.76,88,104.6,100,100.9,81,7.07,33,2009,1156,84,24,4,Wake Forest,ACC,24,7,18.88,111.6,46,92.7,22,72.8,7,0.051,52,7.66,51,107.5,41,99.9,55,-4.35,262,2009,1448,69
78,11,Dayton,A10,27,8,10.23,103.3,156,93,25,64.5,210,0.107,5,2.34,110,104.9,93,102.6,152,-4.57,269,2009,1173,68,11,6,West Virginia,BE,23,12,24.21,115.1,19,90.9,13,63.7,240,-0.067,315,10.95,8,108.9,12,98,10,2.11,107,2009,1452,60
14,3,Kansas,B12,27,8,23.83,114.5,23,90.7,11,67.2,93,-0.013,202,8.83,37,107.9,32,99.1,39,1.55,117,2009,1242,84,61,14,North Dakota St.,Sum,26,7,12.29,114.3,25,102,152,67.5,79,-0.009,187,-1.6,193,103.1,154,104.7,236,2.21,105,2009,1295,74
5,1,Louisville,BE,31,6,26.06,111.2,49,85.2,2,66.9,103,0.068,25,9.57,27,108.6,17,99,37,-0.19,161,2009,1257,74,157,16,Morehead St.,OVC,20,16,0.76,102,189,101.3,137,65.3,169,0.015,128,-1.9,200,103.6,138,105.5,268,3.49,76,2009,1287,54
19,6,Marquette,BE,25,10,21.02,117.1,9,96.1,52,67.5,78,-0.014,203,8.22,41,107.8,34,99.5,49,-4.95,279,2009,1266,58,44,11,Utah St.,WAC,30,5,15.12,116.7,12,101.6,143,60,327,0.046,58,-0.47,169,103.2,151,103.6,192,-2.77,225,2009,1429,57
9,2,Michigan St.,B10,31,7,24.37,114.3,26,89.9,6,66.5,112,0.091,11,12.33,2,109.4,5,97.1,2,5.81,42,2009,1277,77,146,15,Robert Morris,NEC,24,11,1.49,102,187,100.6,122,66,139,0.055,44,-7.27,310,99.3,284,106.5,317,0.44,144,2009,1352,62
6,3,Missouri,B12,31,7,24.81,116.6,13,91.8,17,70.9,15,0.031,87,7.96,44,106.4,57,98.4,20,-3.76,251,2009,1281,78,107,14,Cornell,Ivy,21,10,5.23,108.5,85,103.3,179,65.4,162,-0.005,174,-5.58,281,99,291,104.6,232,-0.5,175,2009,1165,59
26,8,Oklahoma St.,B12,23,12,18.33,116.4,15,98.1,73,69.3,36,-0.003,169,10.46,12,108.8,15,98.4,19,-0.28,165,2009,1329,77,32,9,Tennessee,SEC,21,13,16.48,115.1,20,98.7,83,67.7,72,-0.032,261,9.4,31,107.9,31,98.5,21,9.15,21,2009,1397,75
3,1,Pittsburgh,BE,31,5,28.96,121.2,2,92.3,19,65.2,174,-0.012,201,10.11,19,108.1,28,98,12,0.79,132,2009,1338,72,105,16,East Tennessee St.,ASun,23,11,5.67,106.4,108,100.7,126,69.6,31,-0.048,289,-4.73,263,100.2,267,105,246,-1.26,189,2009,1190,62
67,9,Siena,MAAC,27,8,11.93,110.3,63,98.4,78,70.7,16,0.031,90,0.91,138,102.4,188,101.5,109,7.27,29,2009,1373,74,34,8,Ohio St.,B10,22,11,16.34,113.3,32,96.9,63,62.5,284,0.042,67,9.46,30,107.7,36,98.2,14,-3.41,241,2009,1326,72
16,3,Syracuse,BE,28,10,22.21,117,10,94.8,39,69.7,29,0.024,106,11.46,4,108.4,21,97,1,0.77,133,2009,1393,59,101,14,Stephen F. Austin,Slnd,24,8,6.52,97,268,90.4,9,62.4,289,0.053,49,-1.98,204,101.9,212,103.9,202,4.63,58,2009,1372,44
