Team 1 Rank,Team 1 Tournament Rank,Team 1 Team Name,Team 1 Conference,Team 1 Wins,Team 1 Losses,Team 1 AdjEM,Team 1 AdjO,Team 1 AdjO Rank,Team 1 AdjD,Team 1 AdjD Rank,Team 1 AdjT,Team 1 AdjT Rank,Team 1 Luck,Team 1 Luck Rank,Team 1 SS AdjEM,Team 1 SS AdjEM Rank,Team 1 SS OppO,Team 1 SS OppO Rank,Team 1 SS OppD,Team 1 SS OppD Rank,Team 1 NCSOS AdjEM,Team 1 NCSOS AdjEM Rank,Team 1 Year,Team 1 ID,Team 1 Score,Team 2 Rank,Team 2 Tournament Rank,Team 2 Team Name,Team 2 Conference,Team 2 Wins,Team 2 Losses,Team 2 AdjEM,Team 2 AdjO,Team 2 AdjO Rank,Team 2 AdjD,Team 2 AdjD Rank,Team 2 AdjT,Team 2 AdjT Rank,Team 2 Luck,Team 2 Luck Rank,Team 2 SS AdjEM,Team 2 SS AdjEM Rank,Team 2 SS OppO,Team 2 SS OppO Rank,Team 2 SS OppD,Team 2 SS OppD Rank,Team 2 NCSOS AdjEM,Team 2 NCSOS AdjEM Rank,Team 2 Year,Team 2 ID,Team 2 Score
178,16,Oakland,MCon,13,19,-1.2,108.1,75,109.3,282,65.2,208,-0.022,222,1.99,124,105.2,99,103.2,170,14.37,3,2005,1324,79,278,16,Alabama A&M,SWAC,15,14,-12.49,90.5,316,102.9,169,72.8,10,-0.023,224,-14.52,328,92.4,327,106.9,308,1.14,128,2005,1105,69
13,3,Arizona,P10,30,7,22.22,116.7,10,94.5,30,68.6,75,0.027,104,8.12,30,107.8,22,99.7,44,3.33,79,2005,1112,66,21,14,Utah St.,BW,24,8,19.62,116,12,96.4,52,61.1,311,-0.094,320,-2.48,201,101.3,213,103.8,200,-4.48,272,2005,1429,53
25,4,Boston College,BE,25,5,18.3,114.3,23,96,46,64.8,226,0.078,24,6.6,51,105.8,81,99.2,28,-4.21,262,2005,1130,85,77,13,Penn,Ivy,20,9,9.6,102.1,181,92.5,17,68.2,83,0.034,91,-1.72,187,101.8,199,103.5,188,3.31,81,2005,1335,65
19,7,Cincinnati,CUSA,25,8,20.43,112.5,33,92,14,68,89,-0.006,177,5.48,71,106.1,71,100.6,77,0.62,145,2005,1153,76,27,10,Iowa,B10,21,12,17.17,111.9,40,94.7,35,68.1,87,-0.034,251,9.51,16,107.4,31,97.9,7,3.4,78,2005,1234,64
26,3,Gonzaga,WCC,26,5,17.88,119.3,7,101.4,135,67.1,124,0.012,131,3.46,103,104,135,100.5,71,2.18,104,2005,1211,74,108,14,Winthrop,BSth,27,6,4.97,101.5,195,96.5,53,63.1,286,0.065,36,-7.69,289,99.6,262,107.3,317,2.26,100,2005,1457,64
2,1,Illinois,B10,37,2,32.68,122.3,3,89.6,4,64.1,249,-0.007,179,8.16,28,107.3,32,99.1,27,0.31,157,2005,1228,67,190,16,Fairleigh Dickinson,NEC,20,13,-2.52,102.7,166,105.2,220,68.6,74,-0.003,171,-7.88,293,99.4,267,107.3,319,0.75,139,2005,1192,55
9,2,Kentucky,SEC,28,6,24.1,113,29,88.9,3,66.6,142,0.032,94,8.85,21,107.9,20,99.1,26,-2.71,235,2005,1246,72,143,15,Eastern Kentucky,OVC,22,9,1.98,102.8,164,100.8,124,66.1,167,0.099,11,-3.87,239,102.4,182,106.3,292,1.72,113,2005,1184,64
55,9,Nevada,WAC,25,7,12.11,104,144,91.8,13,65.7,189,0.045,68,1.1,141,104.5,124,103.4,182,0.35,155,2005,1305,61,28,8,Texas,B12,20,11,17.01,114.1,24,97.1,61,66.5,146,-0.051,279,6.62,50,107,38,100.4,65,-2.46,228,2005,1400,57
12,3,Oklahoma,B12,25,8,22.55,114.4,21,91.8,12,65.4,201,-0.006,175,7.68,34,107.5,27,99.8,48,0.09,161,2005,1328,84,106,14,Niagara,MAAC,20,10,5.43,115.2,16,109.8,289,70.1,38,-0.027,238,-3.52,230,101.3,214,104.8,239,0.83,137,2005,1310,67
40,8,Pacific,BW,27,4,14.08,114.5,20,100.5,115,63.6,263,0.091,13,0.66,146,103.1,160,102.4,137,1.74,111,2005,1334,79,24,9,Pittsburgh,BE,20,9,18.41,114.8,18,96.3,51,64,254,-0.057,287,5.63,69,106.3,61,100.7,79,-10.09,321,2005,1338,71
32,6,Texas Tech,B12,22,11,15.47,110.3,50,94.8,36,69,55,0.037,81,8.93,20,108.8,5,99.9,51,-3.94,256,2005,1403,78,68,11,UCLA,P10,18,11,10.74,107.8,80,97.1,58,69.2,49,0.036,87,6.73,48,106.7,49,100,54,-0.43,173,2005,1417,66
51,11,UAB,CUSA,22,11,12.51,109.2,67,96.7,55,71,24,-0.001,161,4.75,82,105.5,90,100.7,80,1.33,120,2005,1412,82,42,6,LSU,SEC,20,10,13.8,113.9,26,100.1,106,66.7,131,0.07,31,7.49,36,107,37,99.5,37,0.64,144,2005,1261,68
20,6,Utah,MWC,29,6,20.33,113.1,28,92.7,19,59.1,325,0.032,95,3.6,101,105.9,78,102.3,133,-4.04,259,2005,1428,60,58,11,UTEP,WAC,27,8,11.62,112.7,32,101.1,130,65.9,172,0.015,125,-0.68,169,102.2,190,102.9,150,-5.3,290,2005,1431,54
8,2,Wake Forest,ACC,27,6,24.86,124.3,1,99.5,89,68.9,56,0.046,65,10.94,4,108.4,13,97.5,4,4.87,51,2005,1448,70,165,15,Chattanooga,SC,20,11,0.03,98.9,229,98.8,82,67.6,109,0.059,47,-3.78,238,101.1,223,104.9,245,5.69,43,2005,1151,54
14,1,Washington,P10,29,6,22.18,120.6,5,98.4,80,71.9,14,0.06,43,8.61,23,107.5,26,98.9,20,6.73,29,2005,1449,88,194,16,Montana,BSky,18,13,-2.73,99.9,219,102.6,160,68.2,86,0.049,56,-4.35,248,100.4,237,104.8,237,4.56,57,2005,1285,77
35,7,West Virginia,BE,24,11,15,114.1,25,99.1,88,63.6,265,0.082,19,9.14,18,108.6,9,99.5,35,-7.33,304,2005,1452,63,39,10,Creighton,MVC,23,11,14.33,114.3,22,100,104,63.1,285,-0.033,248,4.44,89,104.9,112,100.4,68,-1.69,209,2005,1166,61
