Team 1 Rank,Team 1 Tournament Rank,Team 1 Team Name,Team 1 Conference,Team 1 Wins,Team 1 Losses,Team 1 AdjEM,Team 1 AdjO,Team 1 AdjO Rank,Team 1 AdjD,Team 1 AdjD Rank,Team 1 AdjT,Team 1 AdjT Rank,Team 1 Luck,Team 1 Luck Rank,Team 1 SS AdjEM,Team 1 SS AdjEM Rank,Team 1 SS OppO,Team 1 SS OppO Rank,Team 1 SS OppD,Team 1 SS OppD Rank,Team 1 NCSOS AdjEM,Team 1 NCSOS AdjEM Rank,Team 1 Year,Team 1 ID,Team 1 Score,Team 2 Rank,Team 2 Tournament Rank,Team 2 Team Name,Team 2 Conference,Team 2 Wins,Team 2 Losses,Team 2 AdjEM,Team 2 AdjO,Team 2 AdjO Rank,Team 2 AdjD,Team 2 AdjD Rank,Team 2 AdjT,Team 2 AdjT Rank,Team 2 Luck,Team 2 Luck Rank,Team 2 SS AdjEM,Team 2 SS AdjEM Rank,Team 2 SS OppO,Team 2 SS OppO Rank,Team 2 SS OppD,Team 2 SS OppD Rank,Team 2 NCSOS AdjEM,Team 2 NCSOS AdjEM Rank,Team 2 Year,Team 2 ID,Team 2 Score
49,11,Belmont,OVC,27,6,14.09,115.6,18,101.5,117,71.3,34,0.025,113,-1.98,194,103.6,183,105.6,198,3.78,63,2019,1125,81,69,11,Temple,Amer,23,10,9.72,109.2,80,99.5,85,68.9,110,0.064,35,4.55,74,106.3,77,101.8,68,-1.07,188,2019,1396,70
211,16,Fairleigh Dickinson,NEC,21,14,-4.22,106.5,139,110.7,295,66.8,223,0.04,81,-8.16,338,99.5,335,107.7,296,-1.86,215,2019,1192,82,209,16,Prairie View A&M,SWAC,22,13,-4.13,102.1,219,106.2,210,71.1,38,0.061,39,-7.85,331,98.8,343,106.7,243,6.15,26,2019,1341,76
57,11,Arizona St.,P12,23,11,11.55,109.7,73,98.2,64,70.8,47,0.051,59,5.56,65,107.3,64,101.7,66,1.55,112,2019,1113,74,88,11,St. John's,BE,21,13,7.61,108.6,92,101,106,70.8,46,0.06,44,5,68,106.9,70,101.9,71,-6.49,330,2019,1385,65
202,16,North Dakota St.,Sum,19,16,-3.2,107.4,117,110.6,292,65,312,0.064,34,-2.85,217,104.8,138,107.6,292,3.23,84,2019,1295,78,303,16,North Carolina Central,MEAC,18,16,-11.55,97.8,295,109.3,267,65.3,291,-0.008,206,-11.84,352,97,353,108.9,343,1.19,120,2019,1300,74
11,5,Auburn,SEC,30,10,25,120.9,6,95.9,36,67.9,155,0.008,162,12.23,11,110.7,3,98.5,20,2.63,96,2019,1120,78,53,12,New Mexico St.,WAC,30,5,13.62,113,35,99.3,84,65.9,269,0.042,79,-3.44,236,102.8,235,106.2,222,-3.22,254,2019,1308,77
35,9,Baylor,B12,20,14,16.48,115.3,20,98.8,75,65.2,297,-0.029,255,10.49,28,108.8,43,98.3,18,-4.04,276,2019,1124,78,39,8,Syracuse,ACC,20,14,15.13,110.5,59,95.3,30,66.1,257,-0.004,188,9.4,38,108.6,46,99.2,31,0.17,156,2019,1393,69
26,10,Florida,SEC,20,16,18.3,110.5,61,92.2,16,62.9,344,-0.063,315,12,14,110.7,6,98.7,23,5.12,39,2019,1196,70,27,7,Nevada,MWC,29,5,18.18,114,26,95.9,35,69.3,91,0.033,99,1.42,103,105.4,111,103.9,130,1.79,106,2019,1305,61
14,4,Florida St.,ACC,29,8,22.39,112.8,36,90.4,10,68.6,121,0.046,70,10.46,30,109.8,20,99.3,33,0.93,128,2019,1199,76,76,13,Vermont,AE,27,7,8.86,108.5,97,99.6,88,65.5,285,0.043,77,-5.55,281,100.7,311,106.2,221,3.2,85,2019,1436,69
2,1,Gonzaga,WCC,33,4,32.85,124.5,1,91.6,12,70.2,62,-0.001,180,4.46,75,106.9,69,102.5,87,1.87,105,2019,1211,87,211,16,Fairleigh Dickinson,NEC,21,14,-4.22,106.5,139,110.7,295,66.8,223,0.04,81,-8.16,338,99.5,335,107.7,296,-1.86,215,2019,1192,49
17,4,Kansas,B12,26,10,21.57,113.9,27,92.3,17,70.1,66,0.076,26,14.13,1,111.8,1,97.7,8,10.36,4,2019,1242,87,89,13,Northeastern,CAA,23,11,7.59,111,58,103.4,151,66.2,253,0.05,61,-0.63,157,106.3,78,106.9,259,6.45,23,2019,1318,53
8,2,Kentucky,SEC,30,7,27.57,117.6,14,90.1,8,65.6,284,0.033,98,11.32,19,110.7,5,99.4,34,1.75,107,2019,1246,79,152,15,Abilene Christian,Slnd,27,7,1.35,103.4,196,102,121,66.1,256,0.123,5,-8.67,341,100,326,108.7,336,-4.75,295,2019,1101,44
19,3,LSU,SEC,28,7,20.22,117.7,12,97.5,59,70,67,0.063,36,10.02,35,109.3,30,99.3,32,2.77,92,2019,1261,79,77,14,Yale,Ivy,22,8,8.79,111.6,51,102.8,141,71,41,0.041,80,-1.1,167,103,224,104.2,140,-2.09,222,2019,1463,74
24,6,Maryland,B10,23,11,19.29,113.4,31,94.1,21,66,264,-0.004,189,10.75,24,109.8,18,99.1,30,-4.92,299,2019,1268,79,49,11,Belmont,OVC,27,6,14.09,115.6,18,101.5,117,71.3,34,0.025,113,-1.98,194,103.6,183,105.6,198,3.78,63,2019,1125,77
6,2,Michigan,B10,30,7,28.32,114.5,24,86.2,2,64.8,317,-0.001,181,11.27,20,109.2,35,98,12,-5.42,309,2019,1276,74,137,15,Montana,BSky,26,9,3.53,107.4,114,103.9,155,66.9,220,0.059,45,-6.07,288,102.4,259,108.4,328,4.03,58,2019,1285,55
3,2,Michigan St.,B10,32,7,30.81,121,5,90.2,9,66.9,211,0.001,177,13.67,2,110.6,7,96.9,1,3.24,82,2019,1277,76,161,15,Bradley,MVC,20,15,0.09,101.5,234,101.4,113,65.3,292,0.035,93,-1.66,183,102.6,242,104.3,147,-3.94,272,2019,1133,65
46,10,Minnesota,B10,22,14,14.35,111.4,52,97,48,67.4,186,0.086,15,12.18,12,110.2,15,98,13,-2.91,244,2019,1278,86,23,7,Louisville,ACC,20,14,19.35,113.7,28,94.4,24,67.2,199,-0.06,309,11.95,16,110.4,10,98.4,19,5.36,32,2019,1257,76
51,12,Murray St.,OVC,28,5,13.83,112.5,41,98.6,73,69.4,89,0.054,54,-3.32,233,103.1,222,106.4,228,-1.13,192,2019,1293,83,33,5,Marquette,BE,24,10,16.52,113.2,32,96.7,45,68.8,116,0.01,154,6.77,57,107.4,63,100.7,51,0.29,151,2019,1266,64
9,3,Purdue,B10,26,10,26.81,122.5,4,95.6,34,65.9,268,-0.015,224,13.16,4,110.3,13,97.1,3,4.09,55,2019,1345,61,113,14,Old Dominion,CUSA,26,9,5.45,101.4,238,96,38,64.5,324,0.058,49,-2.15,203,102.5,244,104.7,165,-6.06,322,2019,1330,48
30,6,Villanova,BE,26,10,17.33,116.5,16,99.2,81,63.6,335,0.044,73,8,51,108.8,44,100.8,55,3.32,78,2019,1437,61,31,11,Saint Mary's,WCC,22,12,17.31,114.7,23,97.4,55,62.7,348,-0.045,285,3.66,82,106.6,76,103,100,-0.9,183,2019,1388,57
18,7,Wofford,SC,30,5,20.69,118.1,10,97.4,56,65.7,278,0.046,68,1.82,97,106,83,104.2,144,8.37,6,2019,1459,84,60,10,Seton Hall,BE,20,14,11.5,109,87,97.5,60,69.1,100,0.023,120,8.54,44,109.2,36,100.7,52,3.58,68,2019,1371,68
22,6,Buffalo,MAC,32,4,19.85,115.2,21,95.4,31,73.6,11,0.056,50,3.14,89,105.5,100,102.4,82,1.15,121,2019,1138,91,57,11,Arizona St.,P12,23,11,11.55,109.7,73,98.2,64,70.8,47,0.051,59,5.56,65,107.3,64,101.7,66,1.55,112,2019,1113,74
