Team 1 Rank,Team 1 Tournament Rank,Team 1 Team Name,Team 1 Conference,Team 1 Wins,Team 1 Losses,Team 1 AdjEM,Team 1 AdjO,Team 1 AdjO Rank,Team 1 AdjD,Team 1 AdjD Rank,Team 1 AdjT,Team 1 AdjT Rank,Team 1 Luck,Team 1 Luck Rank,Team 1 SS AdjEM,Team 1 SS AdjEM Rank,Team 1 SS OppO,Team 1 SS OppO Rank,Team 1 SS OppD,Team 1 SS OppD Rank,Team 1 NCSOS AdjEM,Team 1 NCSOS AdjEM Rank,Team 1 Year,Team 1 ID,Team 1 Score,Team 2 Rank,Team 2 Tournament Rank,Team 2 Team Name,Team 2 Conference,Team 2 Wins,Team 2 Losses,Team 2 AdjEM,Team 2 AdjO,Team 2 AdjO Rank,Team 2 AdjD,Team 2 AdjD Rank,Team 2 AdjT,Team 2 AdjT Rank,Team 2 Luck,Team 2 Luck Rank,Team 2 SS AdjEM,Team 2 SS AdjEM Rank,Team 2 SS OppO,Team 2 SS OppO Rank,Team 2 SS OppD,Team 2 SS OppD Rank,Team 2 NCSOS AdjEM,Team 2 NCSOS AdjEM Rank,Team 2 Year,Team 2 ID,Team 2 Score
48,12,Indiana,B10,21,14,14.04,107,95,92.9,24,67.2,175,-0.02,223,8.51,38,108.1,17,99.6,64,-6.23,319,2022,1231,66,65,12,Wyoming,MWC,25,9,11.94,109.1,67,97.2,71,66.1,239,0.056,65,4.1,97,104.7,97,100.6,100,-1.05,186,2022,1461,58
187,16,Texas Southern,SWAC,19,13,-1.28,97.6,274,98.9,102,68.2,113,0.022,131,-6.25,305,98.7,333,105,249,10,11,2022,1411,76,245,16,Texas A&M Corpus Chris,Slnd,23,12,-6.55,96.6,291,103.2,185,69.4,63,0.028,119,-10.92,358,98.3,341,109.2,358,-9.14,349,2022,1394,67
38,11,Notre Dame,ACC,24,11,15.25,112.4,28,97.2,69,65.6,258,0.017,141,7.81,52,107.1,48,99.3,53,2.7,90,2022,1323,89,77,11,Rutgers,B10,18,14,10.82,106.9,96,96.1,53,64.9,295,0.001,172,7.92,49,108.1,18,100.2,81,-10.43,354,2022,1353,87
172,16,Wright St.,Horz,22,14,-0.28,106.3,110,106.6,253,68.9,85,0.003,165,-6.76,316,100.2,280,107,326,-0.23,162,2022,1460,93,189,16,Bryant,NEC,22,10,-1.32,103.8,160,105.1,223,72.6,4,0.112,11,-8.47,346,98,345,106.5,307,0.01,156,2022,1136,82
18,4,Arkansas,SEC,28,9,19.46,109.9,53,90.4,11,70.7,28,0.038,99,9.08,27,107.5,33,98.4,28,-2.78,245,2022,1116,75,54,13,Vermont,AE,28,6,13.2,111.1,39,97.9,83,64.9,292,-0.028,241,-7,319,99,323,106,293,1.92,107,2022,1436,71
4,1,Baylor,B12,27,7,27.04,118,8,91,13,67.4,163,0.004,163,10.96,13,107.4,36,96.5,7,-1.89,216,2022,1124,85,176,16,Norfolk St.,MEAC,24,7,-0.49,102.1,195,102.6,167,66.8,198,0.128,5,-10.02,357,95.5,358,105.5,267,-4.18,279,2022,1313,49
50,9,Creighton,BE,23,12,13.78,105.9,112,92.2,19,67.2,178,0.086,28,9.11,25,107.5,34,98.4,27,-0.67,178,2022,1166,72,25,8,San Diego St.,MWC,23,9,17.07,103.4,167,86.3,2,65.4,268,-0.003,182,5.95,74,105.5,78,99.6,60,2.56,93,2022,1361,69
1,1,Gonzaga,WCC,28,4,30.95,120.7,3,89.7,10,72.5,5,-0.039,271,4.24,93,104.6,101,100.3,89,-2.88,248,2022,1211,93,150,16,Georgia St.,SB,18,11,1.6,101.5,202,99.9,119,67.3,169,0.062,54,-0.97,163,101.2,223,102.1,123,2.05,105,2022,1209,72
3,1,Kansas,B12,34,6,27.49,119.2,6,91.7,17,69.3,65,0.041,88,12.6,1,108,20,95.4,1,4.13,49,2022,1242,83,187,16,Texas Southern,SWAC,19,13,-1.28,97.6,274,98.9,102,68.2,113,0.022,131,-6.25,305,98.7,333,105,249,10,11,2022,1411,56
24,9,Memphis,Amer,22,11,17.23,111.2,38,94,33,69.9,49,-0.028,242,7.43,57,106.4,59,99,46,4.46,45,2022,1272,64,39,8,Boise St.,MWC,27,8,15.14,107.5,86,92.4,20,64.4,318,0.029,116,5.47,79,104.8,95,99.3,54,0.55,141,2022,1129,53
27,11,Michigan,B10,19,15,16.61,113.9,21,97.2,74,66.7,203,-0.019,217,12.15,4,109.8,1,97.7,18,6.27,27,2022,1276,75,46,6,Colorado St.,MWC,25,6,14.45,112.9,24,98.4,89,65.4,270,0.121,6,5.02,84,104.9,88,99.9,72,-2.32,230,2022,1161,63
36,7,Murray St.,OVC,31,3,15.42,111.5,34,96.1,52,66.1,241,0.074,43,-3.09,218,101.1,227,104.2,212,4.29,47,2022,1293,92,23,10,San Francisco,WCC,24,10,17.38,110.5,44,93.1,26,68.9,82,-0.042,277,5.18,80,105.5,82,100.3,87,2.23,97,2022,1362,87
80,12,New Mexico St.,WAC,27,7,10.61,107.1,92,96.5,61,66.1,238,0.085,30,1.21,122,102.5,172,101.3,109,3.48,71,2022,1308,70,22,5,Connecticut,BE,23,10,18.55,113.8,22,95.3,43,64.8,300,-0.038,269,7.39,59,105.7,77,98.3,24,-3.58,262,2022,1163,63
16,8,North Carolina,ACC,29,10,20.13,114.4,18,94.3,35,70.2,39,0.072,46,9.9,19,109,8,99.1,47,3.79,61,2022,1314,95,56,9,Marquette,BE,19,13,13.06,109.2,64,96.2,55,70.9,25,0.021,137,9.5,23,107.3,40,97.8,20,4.04,51,2022,1266,63
32,4,Providence,BE,27,6,15.89,111.5,36,95.6,44,65.2,276,0.164,1,7.74,53,106.7,55,99,45,0.26,152,2022,1344,66,81,13,South Dakota St.,Sum,30,5,10.58,115.4,14,104.8,217,69.4,61,0.054,67,-4.16,249,102.9,158,107.1,332,3.6,66,2022,1355,57
85,12,Richmond,A10,24,13,9.45,108.1,79,98.7,94,66.8,197,0.061,55,5.07,83,105.5,80,100.5,90,2.42,94,2022,1350,67,13,5,Iowa,B10,26,10,22.72,120.5,4,97.8,80,69.7,53,-0.061,309,7.31,61,107.1,45,99.8,69,-6.82,326,2022,1234,63
17,5,Saint Mary's,WCC,26,8,19.53,110.1,51,90.6,12,63.6,339,0.039,96,6.89,65,106.8,54,99.9,71,3.31,72,2022,1388,82,48,12,Indiana,B10,21,14,14.04,107,95,92.9,24,67.2,175,-0.02,223,8.51,38,108.1,17,99.6,64,-6.23,319,2022,1231,53
102,15,Saint Peter's,MAAC,22,12,7.24,100.3,231,93,25,65.9,247,0.018,139,0.25,137,103.1,150,102.8,149,3.97,52,2022,1389,85,6,2,Kentucky,SEC,26,8,25.72,120,5,94.3,36,67.5,150,-0.043,279,8.88,30,106.5,58,97.6,14,-2.72,242,2022,1246,79
9,3,Tennessee,SEC,27,8,25.1,111.5,35,86.4,3,67.4,157,0.029,117,11.39,10,108.5,9,97.1,13,4.85,42,2022,1397,88,145,14,Longwood,BSth,26,7,2.22,105.9,114,103.7,199,66.1,236,0.115,7,-7.31,326,98.7,334,106,292,-7.2,334,2022,1255,56
11,4,UCLA,P12,27,8,24.26,115.9,12,91.7,16,65.2,277,-0.029,245,8.5,39,107.2,43,98.7,38,3.67,64,2022,1417,57,126,13,Akron,MAC,24,10,3.62,105.6,121,102,158,62.1,352,0.013,147,-5.13,270,100.7,255,105.8,280,-4.48,283,2022,1103,53
5,1,Arizona,P12,33,4,25.96,118.6,7,92.6,21,72.2,9,0.048,75,6.45,70,105.9,70,99.5,58,-0.78,180,2022,1112,87,172,16,Wright St.,Horz,22,14,-0.28,106.3,110,106.6,253,68.9,85,0.003,165,-6.76,316,100.2,280,107,326,-0.23,162,2022,1460,70
12,2,Auburn,SEC,28,6,23.2,112.7,25,89.5,9,70.1,42,-0.021,226,8.35,41,106.9,52,98.6,35,3.7,62,2022,1120,80,148,15,Jacksonville St.,ASun,21,11,1.97,105.1,134,103.2,184,65.1,283,-0.005,189,-4.68,261,100.6,256,105.3,261,-0.23,161,2022,1240,61
8,2,Duke,ACC,32,7,25.15,121.1,1,95.9,49,67.3,172,-0.01,199,8.22,42,107.8,24,99.6,63,-4.58,288,2022,1181,78,154,15,Cal St. Fullerton,BW,21,11,1.47,104.1,152,102.7,173,66.1,242,0.047,77,-2.99,214,100.5,267,103.5,174,-3.84,270,2022,1168,61
2,5,Houston,Amer,32,6,27.7,116.8,10,89.1,8,63.6,338,-0.012,203,5.89,75,105.5,81,99.6,62,0.18,154,2022,1222,82,51,12,UAB,CUSA,27,8,13.67,112.4,27,98.8,99,68.9,79,-0.035,256,-0.77,159,102,189,102.8,147,-2.46,234,2022,1412,68
20,4,Illinois,B10,23,10,18.75,112,30,93.3,29,67.2,179,0.033,110,10.44,17,109,7,98.6,34,1.39,123,2022,1228,54,67,13,Chattanooga,SC,27,8,11.51,109,69,97.5,76,64.7,304,0.007,158,0.46,131,105.1,85,104.7,240,1.74,111,2022,1151,53
43,11,Iowa St.,B12,22,13,14.63,103.1,171,88.5,5,66.3,226,0.049,74,11.25,11,108.1,16,96.9,11,-6.84,327,2022,1235,59,21,6,LSU,SEC,22,12,18.65,107.3,89,88.7,6,68.6,101,-0.052,298,9.1,26,107.2,44,98.1,21,-1.21,191,2022,1261,54
41,10,Miami FL,ACC,26,11,14.8,113.9,19,99.1,107,67.7,134,0.088,27,8.63,35,107.5,35,98.8,42,0.38,144,2022,1274,68,47,7,USC,P12,26,8,14.14,109.8,54,95.6,45,66.2,231,0.06,57,5.14,81,104.8,90,99.7,67,-4.72,292,2022,1425,66
42,7,Michigan St.,B10,23,13,14.76,111.9,31,97.1,67,67.5,147,0.052,69,10.93,14,109.4,4,98.5,32,3.91,56,2022,1277,74,40,10,Davidson,A10,27,7,14.85,116.8,11,101.9,155,64.7,307,-0.02,221,1.72,115,102.7,164,100.9,104,-1.98,219,2022,1172,73
