Team 1 Rank,Team 1 Tournament Rank,Team 1 Team Name,Team 1 Conference,Team 1 Wins,Team 1 Losses,Team 1 AdjEM,Team 1 AdjO,Team 1 AdjO Rank,Team 1 AdjD,Team 1 AdjD Rank,Team 1 AdjT,Team 1 AdjT Rank,Team 1 Luck,Team 1 Luck Rank,Team 1 SS AdjEM,Team 1 SS AdjEM Rank,Team 1 SS OppO,Team 1 SS OppO Rank,Team 1 SS OppD,Team 1 SS OppD Rank,Team 1 NCSOS AdjEM,Team 1 NCSOS AdjEM Rank,Team 1 Year,Team 1 ID,Team 1 Score,Team 2 Rank,Team 2 Tournament Rank,Team 2 Team Name,Team 2 Conference,Team 2 Wins,Team 2 Losses,Team 2 AdjEM,Team 2 AdjO,Team 2 AdjO Rank,Team 2 AdjD,Team 2 AdjD Rank,Team 2 AdjT,Team 2 AdjT Rank,Team 2 Luck,Team 2 Luck Rank,Team 2 SS AdjEM,Team 2 SS AdjEM Rank,Team 2 SS OppO,Team 2 SS OppO Rank,Team 2 SS OppD,Team 2 SS OppD Rank,Team 2 NCSOS AdjEM,Team 2 NCSOS AdjEM Rank,Team 2 Year,Team 2 ID,Team 2 Score
164,16,Monmouth,NEC,19,15,-0.68,95.8,278,96.4,57,64.6,202,0.018,120,-3.55,221,101.2,235,104.7,215,4.12,58,2006,1284,71,271,16,Hampton,MEAC,16,16,-10.4,91.9,314,102.3,151,68.5,55,-0.057,289,-14.27,334,93.3,334,107.6,322,-8.98,321,2006,1214,49
60,10,Alabama,SEC,18,13,12.48,112.8,28,100.3,118,63.4,249,0.005,153,9.21,14,107.7,25,98.4,17,1.6,115,2006,1104,90,36,7,Marquette,BE,20,11,15.36,112.8,27,97.4,78,68.1,67,-0.012,196,8.82,20,108.6,3,99.8,61,-1.71,202,2006,1266,85
18,4,Boston College,ACC,28,8,18.65,117.8,4,99.2,99,61.5,301,0.024,106,7.43,41,107.1,34,99.7,60,-5.69,287,2006,1130,88,68,13,Pacific,BW,24,8,10.87,109.8,63,99,94,62.8,262,0.01,142,-1.99,199,102.7,180,104.7,211,0.54,139,2006,1334,76
2,1,Duke,ACC,32,4,27.54,119.4,1,91.8,16,69.8,29,0.047,56,10.51,5,108.1,16,97.6,4,6.81,37,2006,1181,70,197,16,Southern,SWAC,19,13,-3.4,96.2,274,99.6,106,64.8,185,0.081,19,-7.68,301,96.6,323,104.3,196,13.07,5,2006,1380,54
1,3,Florida,SEC,33,6,28.28,117.9,3,89.7,7,66.9,102,-0.011,194,8.35,24,107.7,24,99.3,47,-8.46,320,2006,1196,76,84,14,South Alabama,SB,24,7,9.28,109.1,72,99.9,113,65.7,140,0.056,47,-2.51,207,100.8,243,103.3,162,-3.47,246,2006,1375,50
43,8,George Washington,A10,27,3,14.67,110.3,52,95.6,48,71.2,12,0.106,7,-1.23,184,101.1,237,102.4,139,-15.01,333,2006,1203,88,42,9,UNC Wilmington,CAA,25,8,14.77,107.2,93,92.4,20,62.6,270,-0.006,183,1.59,126,103.6,145,102,131,0.11,153,2006,1423,85
33,3,Gonzaga,WCC,29,4,15.64,119.1,2,103.5,174,66.3,121,0.036,79,4.38,84,104.4,104,100,69,7.98,25,2006,1211,79,54,14,Xavier,A10,21,11,12.73,110.9,48,98.2,86,65.3,163,-0.065,298,1.91,117,103.6,148,101.6,117,-3.38,244,2006,1462,75
9,4,Illinois,B10,26,7,23.2,114.5,18,91.3,12,62.1,283,-0.019,212,6.77,50,106.4,49,99.6,55,-4.52,268,2006,1228,78,40,13,Air Force,MWC,24,7,14.87,113.2,21,98.3,89,54.7,332,-0.001,172,0.57,147,102.8,176,102.2,137,-6.63,300,2006,1102,69
34,6,Indiana,B10,19,12,15.53,110,58,94.4,33,66.5,118,-0.012,197,9.77,10,108.8,1,99,32,2.17,91,2006,1231,87,52,11,San Diego St.,MWC,24,9,12.78,112.8,29,100,114,66.1,130,-0.001,170,2.27,109,103.7,136,101.5,112,-2.2,216,2006,1361,83
11,4,LSU,SEC,27,9,22,109.8,62,87.8,3,67.5,90,0.008,146,10.68,3,108.3,10,97.6,6,1.75,109,2006,1261,80,65,13,Iona,MAAC,23,8,11.33,109.7,65,98.4,90,69.6,34,0.024,105,0.66,145,106,61,105.3,247,3.83,61,2006,1233,64
