Team 1 Rank,Team 1 Tournament Rank,Team 1 Team Name,Team 1 Conference,Team 1 Wins,Team 1 Losses,Team 1 AdjEM,Team 1 AdjO,Team 1 AdjO Rank,Team 1 AdjD,Team 1 AdjD Rank,Team 1 AdjT,Team 1 AdjT Rank,Team 1 Luck,Team 1 Luck Rank,Team 1 SS AdjEM,Team 1 SS AdjEM Rank,Team 1 SS OppO,Team 1 SS OppO Rank,Team 1 SS OppD,Team 1 SS OppD Rank,Team 1 NCSOS AdjEM,Team 1 NCSOS AdjEM Rank,Team 1 Year,Team 1 ID,Team 1 Score,Team 2 Rank,Team 2 Tournament Rank,Team 2 Team Name,Team 2 Conference,Team 2 Wins,Team 2 Losses,Team 2 AdjEM,Team 2 AdjO,Team 2 AdjO Rank,Team 2 AdjD,Team 2 AdjD Rank,Team 2 AdjT,Team 2 AdjT Rank,Team 2 Luck,Team 2 Luck Rank,Team 2 SS AdjEM,Team 2 SS AdjEM Rank,Team 2 SS OppO,Team 2 SS OppO Rank,Team 2 SS OppD,Team 2 SS OppD Rank,Team 2 NCSOS AdjEM,Team 2 NCSOS AdjEM Rank,Team 2 Year,Team 2 ID,Team 2 Score
30,11,Kansas St.,B12,21,14,17.44,113,42,95.6,33,66.2,268,-0.029,256,11.56,11,110.6,20,99,11,-5.31,305,2017,1243,95,36,11,Wake Forest,ACC,19,14,16.25,120.9,7,104.7,176,70.7,57,-0.043,290,10.54,25,111.1,12,100.6,39,4.51,45,2017,1448,88
209,16,Mount St. Mary's,NEC,20,16,-3.86,99.5,269,103.4,151,66.8,245,0.074,20,-4.49,266,102,277,106.5,236,11.52,6,2017,1291,67,178,16,New Orleans,Slnd,20,12,-0.52,101.3,235,101.8,107,66.2,272,0.046,67,-5.29,287,102.3,267,107.6,291,8.32,13,2017,1309,66
218,16,UC Davis,BW,23,13,-4.41,97.8,293,102.2,115,68.9,125,0.131,1,-5.31,288,100.8,313,106.1,215,-0.94,181,2017,1413,67,161,16,North Carolina Central,MEAC,25,9,0.36,102.2,214,101.9,109,66.7,254,-0.055,304,-12.44,348,97.7,348,110.1,347,-0.66,172,2017,1300,63
53,11,USC,P12,26,10,13.45,114.2,38,100.7,91,68.7,138,0.079,16,5.49,71,108.8,54,103.3,106,-3.37,255,2017,1425,75,60,11,Providence,BE,20,13,12.43,108.5,101,96,40,66.2,270,0.014,152,7.9,52,109.1,49,101.2,54,-4.48,287,2017,1344,71
18,2,Arizona,P12,32,5,23.31,118.4,15,95.1,29,66,277,0.046,66,7.13,59,108.7,56,101.5,60,1.69,107,2017,1112,100,168,15,North Dakota,BSky,22,10,0.04,103.6,188,103.5,157,71.5,35,0.048,61,-5.66,296,103,237,108.6,330,3.24,66,2017,1315,82
25,4,Butler,BE,25,9,20.76,117.7,20,97,49,65.9,278,0.002,185,10.81,22,110.8,17,100,25,5.12,40,2017,1139,76,113,13,Winthrop,BSth,26,7,4.53,106.1,144,101.6,103,71.1,47,0.029,104,-7.13,320,100.7,316,107.8,305,1.93,97,2017,1457,64
5,4,Florida,SEC,27,9,27.5,116.9,25,89.5,5,69,117,-0.041,286,12.46,7,110.3,28,97.8,2,8.19,15,2017,1196,80,67,13,East Tennessee St.,SC,27,8,11.1,108,106,96.9,48,70.1,74,0.005,179,-1.17,163,105.4,106,106.6,240,0.38,143,2017,1190,65
26,3,Florida St.,ACC,26,9,20.06,115.5,31,95.5,31,71.3,41,0.039,78,8.82,40,110.6,19,101.8,68,-3.95,272,2017,1199,86,108,14,Florida Gulf Coast,ASun,26,8,5.07,109.4,83,104.4,168,65.9,280,0.037,83,-4.8,275,103.7,194,108.5,328,2.14,90,2017,1195,80
1,1,Gonzaga,WCC,37,2,32.05,118.4,16,86.3,1,70.1,76,0.02,133,2.99,89,106.2,84,103.3,105,1.01,127,2017,1211,66,185,16,South Dakota St.,Sum,18,17,-1.19,110.2,71,111.4,303,67.2,222,0.029,101,-0.59,145,104.9,137,105.5,171,1.66,111,2017,1355,46
17,5,Iowa St.,B12,24,11,23.45,119.7,11,96.3,42,68.4,170,-0.019,234,14.05,3,112.6,2,98.6,5,-0.74,175,2017,1235,84,54,12,Nevada,MWC,28,7,13.31,114.6,36,101.3,101,69.7,90,0.055,45,1.29,105,104.5,155,103.2,104,-1.12,189,2017,1305,73
43,12,Middle Tennessee,CUSA,31,5,14.95,112.2,51,97.2,53,64.6,311,0.011,162,-0.93,154,104.4,158,105.3,165,3.86,54,2017,1292,81,37,5,Minnesota,B10,24,10,16,109.7,77,93.7,22,69.5,98,0.022,127,8.09,49,108.9,52,100.8,45,-1.81,209,2017,1278,72
38,8,Northwestern,B10,24,12,15.81,111.3,59,95.5,32,65.6,292,0.019,135,8.32,46,109,51,100.7,43,-3.23,249,2017,1321,68,33,9,Vanderbilt,SEC,19,16,16.53,112.4,48,95.9,38,65.8,285,-0.048,292,11.43,13,110.1,33,98.7,7,6.3,32,2017,1435,66
27,5,Notre Dame,ACC,26,10,19.74,118.1,18,98.4,61,67,236,0.024,120,10.24,28,110.1,35,99.8,23,-3.85,270,2017,1323,60,58,12,Princeton,Ivy,23,7,12.61,109,89,96.4,45,63.2,337,0.007,172,-1.08,157,103.9,187,105,144,2.17,86,2017,1343,58
19,4,Purdue,B10,27,8,23.12,117,24,93.9,23,69.1,113,0.016,142,9,38,109.6,39,100.6,42,-2.38,224,2017,1345,80,63,13,Vermont,AE,29,6,11.67,111.1,62,99.4,73,64.5,315,0.053,53,-4.42,263,103,234,107.4,282,1.65,112,2017,1436,70
