Team 1 Rank,Team 1 Tournament Rank,Team 1 Team Name,Team 1 Conference,Team 1 Wins,Team 1 Losses,Team 1 AdjEM,Team 1 AdjO,Team 1 AdjO Rank,Team 1 AdjD,Team 1 AdjD Rank,Team 1 AdjT,Team 1 AdjT Rank,Team 1 Luck,Team 1 Luck Rank,Team 1 SS AdjEM,Team 1 SS AdjEM Rank,Team 1 SS OppO,Team 1 SS OppO Rank,Team 1 SS OppD,Team 1 SS OppD Rank,Team 1 NCSOS AdjEM,Team 1 NCSOS AdjEM Rank,Team 1 Year,Team 1 ID,Team 1 Score,Team 2 Rank,Team 2 Tournament Rank,Team 2 Team Name,Team 2 Conference,Team 2 Wins,Team 2 Losses,Team 2 AdjEM,Team 2 AdjO,Team 2 AdjO Rank,Team 2 AdjD,Team 2 AdjD Rank,Team 2 AdjT,Team 2 AdjT Rank,Team 2 Luck,Team 2 Luck Rank,Team 2 SS AdjEM,Team 2 SS AdjEM Rank,Team 2 SS OppO,Team 2 SS OppO Rank,Team 2 SS OppD,Team 2 SS OppD Rank,Team 2 NCSOS AdjEM,Team 2 NCSOS AdjEM Rank,Team 2 Year,Team 2 ID,Team 2 Score
162,16,Florida Gulf Coast,ASun,21,14,-0.08,103.6,189,103.7,148,67,240,-0.038,274,-5.83,285,104.1,191,110,349,-1.87,219,2016,1195,96,280,16,Fairleigh Dickinson,NEC,18,15,-10.63,104.4,177,115,334,71.5,43,0.097,16,-9.44,338,98.7,345,108.1,299,-0.17,169,2016,1192,65
13,11,Wichita St.,MVC,26,9,22.53,111.3,67,88.7,1,66,276,-0.079,333,3.61,88,104.8,154,101.2,51,6.45,24,2016,1455,70,25,11,Vanderbilt,SEC,19,14,18.76,113.6,40,94.9,23,67.8,184,-0.106,346,8.6,40,109.2,44,100.6,31,3.68,65,2016,1435,50
285,16,Holy Cross,Pat,15,20,-11.39,97.1,307,108.5,241,63.6,339,0.065,39,-6.09,290,101.9,288,108,294,-6.27,313,2016,1221,59,229,16,Southern,SWAC,22,13,-5.75,100.5,248,106.3,198,68.9,126,0.04,83,-8.52,332,99.1,340,107.6,273,3.49,70,2016,1380,55
50,11,Michigan,B10,23,13,14.15,114.6,30,100.5,92,65.8,289,0.013,146,8.96,35,110.1,29,101.1,48,-2.15,226,2016,1276,67,65,11,Tulsa,Amer,20,12,11.5,111.2,69,99.7,79,68.4,149,-0.003,181,5.54,76,107,84,101.4,60,1.46,127,2016,1409,62
56,12,Arkansas Little Rock,SB,30,5,13.24,109.2,98,96,33,63.4,342,0.056,52,-0.77,167,104.2,188,104.9,155,-0.2,171,2016,1114,85,9,5,Purdue,B10,26,9,23.85,116.9,19,93.1,11,67.9,182,-0.046,286,7.43,56,109.1,46,101.7,66,-2.67,239,2016,1345,83
30,9,Butler,BE,22,11,17.27,118,15,100.7,97,67.9,178,-0.009,201,8.1,47,108.5,62,100.4,25,-4.1,282,2016,1139,71,54,8,Texas Tech,B12,19,13,13.78,113.2,46,99.4,72,66,273,0.028,101,10.66,15,110.4,22,99.7,8,0.62,151,2016,1403,61
26,9,Connecticut,Amer,25,11,18.71,111.9,59,93.2,12,65.9,277,-0.036,270,6.17,71,107.6,72,101.4,56,-0.91,187,2016,1163,74,57,8,Colorado,P12,22,12,12.91,108.8,100,95.9,31,69,120,0.015,136,7.51,54,109.5,37,102,74,-2.15,227,2016,1160,67
17,4,Duke,ACC,25,11,21.87,121.9,4,100,86,67.7,194,-0.026,248,11.23,10,112,3,100.7,35,3.52,69,2016,1181,93,83,13,UNC Wilmington,CAA,25,8,9.21,110.7,79,101.5,110,70.3,73,0.033,93,0.85,132,105.7,115,104.9,151,-3.9,271,2016,1423,85
21,11,Gonzaga,WCC,28,8,20.82,116.3,22,95.5,27,67.3,218,-0.038,273,3.51,90,107.3,77,103.8,118,6.12,25,2016,1211,68,29,6,Seton Hall,BE,25,9,18.27,111.1,72,92.9,10,69.7,92,0.016,132,8.55,41,108.5,61,100,14,-2.92,247,2016,1371,52
11,5,Indiana,B10,27,8,23.05,121.7,6,98.7,59,68.2,159,0,173,6.4,65,108.8,51,102.4,87,-3.12,258,2016,1231,99,109,12,Chattanooga,SC,29,6,6.5,107.5,126,101,104,66.3,260,0.132,4,-3.18,219,104.4,174,107.6,274,-0.04,167,2016,1151,74
