Team 1 Rank,Team 1 Tournament Rank,Team 1 Team Name,Team 1 Conference,Team 1 Wins,Team 1 Losses,Team 1 AdjEM,Team 1 AdjO,Team 1 AdjO Rank,Team 1 AdjD,Team 1 AdjD Rank,Team 1 AdjT,Team 1 AdjT Rank,Team 1 Luck,Team 1 Luck Rank,Team 1 SS AdjEM,Team 1 SS AdjEM Rank,Team 1 SS OppO,Team 1 SS OppO Rank,Team 1 SS OppD,Team 1 SS OppD Rank,Team 1 NCSOS AdjEM,Team 1 NCSOS AdjEM Rank,Team 1 Year,Team 1 ID,Team 1 Score,Team 2 Rank,Team 2 Tournament Rank,Team 2 Team Name,Team 2 Conference,Team 2 Wins,Team 2 Losses,Team 2 AdjEM,Team 2 AdjO,Team 2 AdjO Rank,Team 2 AdjD,Team 2 AdjD Rank,Team 2 AdjT,Team 2 AdjT Rank,Team 2 Luck,Team 2 Luck Rank,Team 2 SS AdjEM,Team 2 SS AdjEM Rank,Team 2 SS OppO,Team 2 SS OppO Rank,Team 2 SS OppD,Team 2 SS OppD Rank,Team 2 NCSOS AdjEM,Team 2 NCSOS AdjEM Rank,Team 2 Year,Team 2 ID,Team 2 Score
59,11,Pittsburgh,ACC,24,12,12.86,114.2,29,101.3,103,67.3,171,0.031,98,5.1,81,108.2,66,103.1,95,-2.73,249,2023,1338,60,53,11,Mississippi St.,SEC,21,13,13.49,104.8,176,91.4,9,63.6,336,-0.008,213,6.98,63,108,70,101,59,-3.89,277,2023,1280,59
176,16,Texas A&M Corpus Chris,Slnd,24,11,-0.48,107.1,135,107.6,235,69,88,0.031,97,-8.63,347,100.9,327,109.6,349,1.13,127,2023,1394,75,257,16,Southeast Missouri St.,OVC,19,17,-7.21,100.5,270,107.7,236,72.3,7,0.015,145,-7.68,334,101.2,320,108.9,339,0.52,143,2023,1369,71
55,11,Arizona St.,P12,23,13,13.26,109,101,95.8,35,68.1,137,0.047,69,8.4,43,108.4,56,100,32,0.78,135,2023,1113,98,62,11,Nevada,MWC,22,11,12.74,111.8,58,99.1,71,65.9,246,0.033,92,6.98,62,108.6,50,101.7,66,3.34,72,2023,1305,73
265,16,Fairleigh Dickinson,NEC,21,16,-8.36,106.7,143,115.1,349,68.7,106,0.011,159,-12.02,360,97.2,362,109.2,346,-7.05,329,2023,1192,84,305,16,Texas Southern,SWAC,14,21,-11.16,95.4,337,106.6,207,69.1,76,0.028,107,-5.47,297,100.5,337,106,200,10.37,5,2023,1411,61
4,1,Alabama,SEC,31,6,27.28,115.5,20,88.2,3,72.6,4,0.057,56,11.07,11,110.2,16,99.2,10,10.46,4,2023,1104,96,176,16,Texas A&M Corpus Chris,Slnd,24,11,-0.48,107.1,135,107.6,235,69,88,0.031,97,-8.63,347,100.9,327,109.6,349,1.13,127,2023,1394,75
22,8,Arkansas,SEC,22,14,18.05,112.1,54,94,17,69.6,49,-0.042,280,10.29,20,109.7,25,99.4,16,3.24,74,2023,1116,73,35,9,Illinois,B10,20,13,16.22,111.1,68,94.9,26,69.5,58,-0.053,296,8.8,36,109.1,43,100.3,40,-6.42,324,2023,1228,63
32,9,Auburn,SEC,21,13,16.77,112.5,46,95.7,33,67.6,160,-0.018,236,9.68,26,109.4,35,99.7,22,3.38,71,2023,1120,83,41,8,Iowa,B10,19,14,15.39,120,4,104.6,168,69.5,63,-0.051,295,9.75,25,108.8,45,99.1,8,-2.45,239,2023,1234,75
18,5,Duke,ACC,27,9,19.35,113.2,40,93.9,16,64.9,298,0.051,64,7.65,51,109.7,27,102.1,74,1.77,102,2023,1181,74,72,12,Oral Roberts,Sum,30,5,11.65,113.9,32,102.2,116,70.2,40,0.11,9,-4.02,259,103.8,218,107.8,299,7.06,15,2023,1331,51
92,13,Furman,SC,28,8,8.01,113.5,38,105.5,184,68.3,129,0.035,91,-3.5,241,103.9,206,107.4,278,-2.32,235,2023,1202,68,34,4,Virginia,ACC,25,8,16.37,110.8,72,94.5,25,61.5,360,0.027,113,5.73,76,108.4,57,102.7,82,1.52,108,2023,1438,67
2,1,Houston,Amer,33,4,27.72,118.1,11,90.4,5,63.5,339,0.023,122,4.56,89,107.2,95,102.6,81,-0.03,161,2023,1222,63,160,16,Northern Kentucky,Horz,22,13,0.65,102.8,222,102.2,115,62,356,0.046,72,-3.56,243,104.3,183,107.9,303,4.03,56,2023,1297,52
